Scenario,TID,TestCase Description,PreCondition,TestSteps,Expected Result,Actual Result,Steps to Execute,Expected Result,Actual Result,Status,Executed,QA Name,Misc (Comments),Priority,Is Automated
Negative,TC_AB_TESTING_059,Verify experiment gracefully falls back to control if test fails to load [Data set 9],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,Not Executed,No,,,High,No
Negative,TC_AB_TESTING_060,Verify experiment gracefully falls back to control if test fails to load [Data set 10],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_061,Verify A/B test variant renders correctly on Chrome,An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Open the test page in Chrome | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Chrome,,1. Open the test page in Chrome | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Chrome,,Not Executed,No,,,Medium,Yes
Positive,TC_AB_TESTING_062,Verify A/B test variant renders correctly on Firefox,An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Open the test page in Firefox | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Firefox,,1. Open the test page in Firefox | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Firefox,,Not Executed,No,,,Medium,No
Positive,TC_AB_TESTING_063,Verify A/B test variant renders correctly on Safari,An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Open the test page in Safari | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Safari,,1. Open the test page in Safari | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Safari,,Not Executed,No,,,Medium,No
Positive,TC_AB_TESTING_064,Verify A/B test variant renders correctly on Edge,An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Open the test page in Edge | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Edge,,1. Open the test page in Edge | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Edge,,Not Executed,No,,,Medium,Yes
Positive,TC_AB_TESTING_065,Verify A/B test variant renders correctly on Mobile Safari (iOS),An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Open the test page in Mobile Safari (iOS) | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Mobile Safari (iOS),,1. Open the test page in Mobile Safari (iOS) | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Mobile Safari (iOS),,Not Executed,No,,,Medium,No
Positive,TC_AB_TESTING_066,Verify A/B test variant renders correctly on Chrome (Android),An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Open the test page in Chrome (Android) | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Chrome (Android),,1. Open the test page in Chrome (Android) | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Chrome (Android),,Not Executed,No,,,Medium,No
Positive,TC_AB_TESTING_067,Verify A/B test variant renders correctly on Chrome,An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Open the test page in Chrome | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Chrome,,1. Open the test page in Chrome | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Chrome,,Not Executed,No,,,Medium,Yes
Positive,TC_AB_TESTING_068,Verify A/B test variant renders correctly on Firefox,An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Open the test page in Firefox | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Firefox,,1. Open the test page in Firefox | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Firefox,,Not Executed,No,,,Medium,No
Positive,TC_AB_TESTING_069,Verify A/B test variant renders correctly on Safari,An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Open the test page in Safari | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Safari,,1. Open the test page in Safari | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Safari,,Not Executed,No,,,Medium,No
Positive,TC_AB_TESTING_070,Verify A/B test variant renders correctly on Edge,An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Open the test page in Edge | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Edge,,1. Open the test page in Edge | 2. Observe assigned variant rendering,Assigned variant renders correctly and consistently on Edge,,Not Executed,No,,,Medium,Yes
Positive,TC_AB_TESTING_071,Verify A/B test variant renders correctly on Desktop,An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Open the test page on Desktop | 2. Observe assigned variant rendering,Assigned variant renders correctly and responsively on Desktop,,1. Open the test page on Desktop | 2. Observe assigned variant rendering,Assigned variant renders correctly and responsively on Desktop,,Not Executed,No,,,Medium,Yes
Positive,TC_AB_TESTING_072,Verify A/B test variant renders correctly on Laptop,An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Open the test page on Laptop | 2. Observe assigned variant rendering,Assigned variant renders correctly and responsively on Laptop,,1. Open the test page on Laptop | 2. Observe assigned variant rendering,Assigned variant renders correctly and responsively on Laptop,,Not Executed,No,,,Medium,No
Positive,TC_AB_TESTING_073,Verify A/B test variant renders correctly on Mobile (iOS),An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Open the test page on Mobile (iOS) | 2. Observe assigned variant rendering,Assigned variant renders correctly and responsively on Mobile (iOS),,1. Open the test page on Mobile (iOS) | 2. Observe assigned variant rendering,Assigned variant renders correctly and responsively on Mobile (iOS),,Not Executed,No,,,Medium,No
Positive,TC_AB_TESTING_074,Verify A/B test variant renders correctly on Mobile (Android),An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Open the test page on Mobile (Android) | 2. Observe assigned variant rendering,Assigned variant renders correctly and responsively on Mobile (Android),,1. Open the test page on Mobile (Android) | 2. Observe assigned variant rendering,Assigned variant renders correctly and responsively on Mobile (Android),,Not Executed,No,,,Medium,Yes
Positive,TC_AB_TESTING_075,Verify A/B test variant renders correctly on Tablet,An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Open the test page on Tablet | 2. Observe assigned variant rendering,Assigned variant renders correctly and responsively on Tablet,,1. Open the test page on Tablet | 2. Observe assigned variant rendering,Assigned variant renders correctly and responsively on Tablet,,Not Executed,No,,,Medium,No
Positive,TC_AB_TESTING_076,Verify A/B test variant renders correctly on Desktop,An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Open the test page on Desktop | 2. Observe assigned variant rendering,Assigned variant renders correctly and responsively on Desktop,,1. Open the test page on Desktop | 2. Observe assigned variant rendering,Assigned variant renders correctly and responsively on Desktop,,Not Executed,No,,,Medium,No
Positive,TC_AB_TESTING_077,Verify A/B test variant renders correctly on Laptop,An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Open the test page on Laptop | 2. Observe assigned variant rendering,Assigned variant renders correctly and responsively on Laptop,,1. Open the test page on Laptop | 2. Observe assigned variant rendering,Assigned variant renders correctly and responsively on Laptop,,Not Executed,No,,,Medium,Yes
